address,city_name,cleanliness,comment_count,distance_tip,district_name,fangdong_house_count,fangdong_id,fangdong_nick_name,fangdong_tags,fangdong_tel,fangwu_src,favorite_count,house_decoration,house_id,house_in,house_jishi,house_mianji,house_out,house_ren_count,house_type,latitude,longitude,name,overall,price,services,source,traffic,unit_infor
龙湖新壹街(德州路与腊山河路交叉口南行150米路西),济南,0.0,0,近西客站,槐荫区,,11774533,周磊,"个人房东,实名验证",186ENDO5588,https://www.tujia.com/detail/35940549.htm,2,0.0,35940549,12:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住3人,整套普通公寓,36.69624491581906,116.91572599999994,龙湖美寓济南西站会展中心精装Loft公寓,0.0,158,0.0,tujia,0.0,距西客站直线2.9公里
 工人新村中街3号(济南动物园附近),济南,4.4,15,近泺口服装城/动物园,天桥区,,5203458,九度空间,"个人房东,超赞房东,实名验证",133AAsP7222,https://www.tujia.com/detail/14159783.htm,76,4.5,14159783,14:00后入住,2室1厅 1卫1厨,45㎡,12:00前退房,宜住4人,整套普通公寓,36.7013528683472,116.998307477777,济泺新村简约公寓,4.6,150,4.9,tujia,4.5,距泺口服装城/动物园直线696米
 全福立交桥,济南,0.0,0,近北园,历城区,,4983147,启缘驿站,商户经营,132CQHL5897,https://www.tujia.com/detail/16749818.htm,45,0.0,16749818,14:00后入住,1室0厅 1卫1厨,49㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.709508914737626,117.06777264638751,荣盛时代 大床房 智能门锁自助入住近景点,0.0,238,0.0,tujia,0.0,距北园直线1.8公里
聚隆广场,济南,5.0,11,近山师/山大/洪楼,历城区,,4432352,一壹短租,"个人房东,超赞房东,实名验证",150BVah2500,https://www.tujia.com/detail/12326287.htm,49,5.0,12326287,14:00后入住,1室0厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.68711408667612,117.06842268516596,【已消毒】洪家楼 印象城韩式精装大床房 ,5.0,158,5.0,tujia,5.0,距山师/山大/洪楼直线812米
艾特连锁公寓(济南彩世界店),济南,4.8,6,近火车站,天桥区,,1214479,济南高铁西客站、宜家华庭国际公寓,"个人房东,超赞房东,实名验证",135DoEr8865,https://www.tujia.com/detail/1771294.htm,233,4.8,1771294,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.687928,116.957396,山东国际会展中心附近温馨舒适大床房,4.8,138,4.8,tujia,4.8,距火车站直线3.2公里
北园青年居易小区,济南,3.8,5,近泺口服装城/动物园,天桥区,,21321,济南杰特公寓,"个人房东,实名验证",137DtLE1038,https://www.tujia.com/detail/417895.htm,184,4.4,417895,14:00后入住,1室0厅 1卫0厨,30㎡,12:00前退房,宜住2人,整套普通公寓,36.69845421842741,117.0173641031122,【已消毒】济南杰特公寓简约大床房,4.3,98,4.4,tujia,4.6,距泺口服装城/动物园直线2.2公里
段店镇 刘长山路辅路,济南,0.0,0,近西客站,槐荫区,,2318913,途途民宿公寓,"个人房东,实名验证",189AxUr0556,https://www.tujia.com/detail/18613225.htm,1,0.0,18613225,14:00后入住,1室0厅 1卫0厨,49㎡,12:00前退房,宜住2人,整套普通公寓,36.63159956835983,116.91175444062114,温馨简约大床房可月租近西客站近肿瘤医院,0.0,168,0.0,tujia,0.0,距西客站直线4.8公里
 海棠路(建邦·原香溪谷),济南,5.0,1,近长清大学城,长清区,,125780,园博园 溪谷美墅 长清大学城,"个人房东,实名验证",138BJPm1101,https://www.tujia.com/detail/356453.htm,51,5.0,356453,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套别墅,36.53739780703059,116.80675243485075,长清大学城 溪谷美墅 紫薇轩,5.0,518,5.0,tujia,5.0,距长清大学城直线3.6公里
三庆御园(北门),济南,0.0,0,近西客站,槐荫区,,2572411,西站小辉,"个人房东,实名验证",156DXlr3999,https://www.tujia.com/detail/38955078.htm,12,0.0,38955078,15:00后入住,4室2厅 1卫1厨,130㎡,12:00前退房,宜住8人,整套普通公寓,36.68094784688791,116.90293786783076,西客站、会展中心、宜家、炫彩英伦动感四居,0.0,408,0.0,tujia,0.0,距西客站直线849米
七贤街道 九曲庄路(中海C3国际公馆),济南,5.0,1,,市中区,,6409243,薯愿,"个人房东,实名验证",130CSpf5338,https://www.tujia.com/detail/18223661.htm,8,5.0,18223661,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.59529036205099,116.97982110249603,轻奢公寓 /环宇城/贵和/宜家/济南大学,5.0,189,5.0,tujia,5.0,
华福维嘉公寓,济南,0.0,0,近北园,历城区,,6025363,奈斯·福,"个人房东,超赞房东,实名验证",176EhtA3507,https://www.tujia.com/detail/17118655.htm,36,0.0,17118655,14:00-24:00,1室0厅 1卫0厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.704215,117.062571,北园大街|邻荣盛国际洪楼|舒适商务大床房,0.0,178,0.0,tujia,0.0,距北园直线1.8公里
世茂国际广场(宽厚里景区内),济南,0.0,0,近大明湖/泉城广场/趵突泉,历下区,,4332455,钱香,"个人房东,超赞房东,实名验证",189DqdF9530,https://www.tujia.com/detail/15961653.htm,22,0.0,15961653,14:00后入住,1室1厅 1卫1厨,60㎡,13:00前退房,宜住2人,整套酒店式公寓,36.671463,117.03642,meet you宽厚里世茂广场精装60平,0.0,335,0.0,tujia,0.0,距大明湖/泉城广场/趵突泉直线836米
山东体育学院宿舍-北门(山东体育学院宿舍 院内最里侧 培训中心3楼  （7号楼后面）),济南,4.8,13,近大明湖/泉城广场/趵突泉,历下区,,4038497,泉城广场山师附近的温馨小窝,"个人房东,超赞房东,实名验证",133Buff7932,https://www.tujia.com/detail/9941072.htm,218,4.8,9941072,13:00后入住,1室0厅 1卫0厨,15㎡,12:00前退房,宜住2人,整套酒店式公寓,36.660693,117.043207,山师泉城广场简约风格温馨小窝,4.9,118,4.9,tujia,4.8,距大明湖/泉城广场/趵突泉直线1.5公里
菜鸟驿站(济南艾特公寓4号楼店)(艾特公寓四号楼),济南,0.0,0,近火车站,槐荫区,,1653486,济南蓝调国际公寓,"个人房东,实名验证",158EFuB4666,https://www.tujia.com/detail/14312096.htm,15,0.0,14312096,12:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.68786654069105,116.9567633102757,长途汽车总站高铁站宜家家具西部国际会展,0.0,168,0.0,tujia,0.0,距火车站直线3.3公里
顺河东街 名仕阁,济南,4.8,32,近大明湖/泉城广场/趵突泉,天桥区,,184237,路客精品民宿BB7760,商户经营,400DxKc270,https://www.tujia.com/detail/470134.htm,350,4.8,470134,15:00后入住,2室1厅 1卫1厨,106㎡,12:00前退房,宜住4人,整套普通公寓,36.67989267601571,117.01862026356252,【路客】初夏夜8折丨布艺设计师的家丨大明,4.9,1363,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.6公里
龙奥北路8号喜来登酒店西临50米（玉兰公寓13楼）,济南,5.0,1,近高新区/奥体中心,高新区,,102406,济南云天玉兰民宿公寓 奥体中心店,商户经营,0531-87BGDu00,https://www.tujia.com/detail/334301.htm,25,5.0,334301,12:00后入住,1室0厅 1卫1厨,74㎡,12:00前退房,宜住2人,整套酒店式公寓,36.659302,117.130843,普通大床房,5.0,338,5.0,tujia,5.0,距高新区/奥体中心直线3.7公里
桥子村(齐长城北门关),济南,5.0,3,,章丘区,,141676,赵家院子民宿,"个人房东,实名验证",159Ceah8118,https://www.tujia.com/detail/6630962.htm,52,5.0,6630962,12:00后入住,2室1厅 1卫1厨,119㎡,15:00前退房,宜住4人,整套农家乐,36.488685807140605,117.45847399999984,济南章丘区南部山区赵家院子民宿壹号院,5.0,219,5.0,tujia,5.0,
诚基中心-东门,济南,5.0,11,近山师/山大/洪楼,历下区,,6949566,济南途掌柜124637精品民宿,自营民宿,155BBws1080,https://www.tujia.com/detail/19688824.htm,26,4.9,19688824,14:00后入住,1室1厅 1卫1厨,56㎡,12:00前退房,宜住4人,整套普通公寓,36.667835,117.055893,【班禾】趵突泉芙蓉街大明湖双床房,5.0,209,5.0,tujia,4.9,距山师/山大/洪楼直线1.6公里
诚基中心-29栋(诚基中心-四期47号。),济南,5.0,6,近山师/山大/洪楼,历下区,,69527,济南自由主题公寓（诚基中心店）,"个人房东,实名验证",189EVls5199,https://www.tujia.com/detail/3507212.htm,111,5.0,3507212,14:00后入住,1室0厅 1卫1厨,35㎡,12:00前退房,宜住2人,整套酒店式公寓,36.66723648294257,117.05254962680463,城基浪漫一居室,5.0,128,5.0,tujia,5.0,距山师/山大/洪楼直线1.9公里
明湖天地E座(明湖东路6号),济南,5.0,2,近山师/山大/洪楼,历下区,,5427353,奔驰的面包,"商户经营,超赞房东",130AAKZ9200,https://www.tujia.com/detail/33829307.htm,10,5.0,33829307,14:00后入住,1室1厅 1卫1厨,56㎡,12:00前退房,宜住2人,整套普通公寓,36.68420549266956,117.04866894700154,｛路朋｝11紧邻大明湖、芙蓉街、宽厚里、,5.0,307,5.0,tujia,5.0,距山师/山大/洪楼直线1.7公里
和平路新村,济南,4.9,66,近山师/山大/洪楼,历下区,,109637,财神,"个人房东,超赞房东,实名验证",185CuiI3000,https://www.tujia.com/detail/352608.htm,317,4.9,352608,14:00后入住,2室1厅 1卫1厨,83㎡,12:00前退房,宜住4人,整套普通公寓,36.66818453144536,117.06040980001696,尊享私家庭院毗邻各大景区家庭出游首选,4.9,298,4.9,tujia,4.7,距山师/山大/洪楼直线1.4公里
梁王新城D区和睦园,济南,0.0,0,,历城区,,13125169,济南和睦园精品酒店公寓（济南火车东站店）,"个人房东,实名验证",131BNgx2340,https://www.tujia.com/detail/39717952.htm,,0.0,39717952,14:00后入住,2室0厅 1卫0厨,单间15㎡(整套150㎡),12:00前退房,宜住2人,独立单间,36.751104,117.187119,济南东站～精品大床房,0.0,86,0.0,tujia,0.0,
华夏福地,济南,5.0,6,近山师/山大/洪楼,历下区,,6647306,伴城•民宿,"个人房东,超赞房东,实名验证",130DWEs8730,https://www.tujia.com/detail/33750816.htm,20,5.0,33750816,14:00后入住,3室1厅 1卫1厨,101㎡,12:00前退房,宜住6人,整套普通公寓,36.68679379010852,117.05881059284903,【伴城·薄荷粉夏】大明湖北欧小清新三居室,5.0,378,5.0,tujia,5.0,距山师/山大/洪楼直线1公里
新生活家园,济南,4.5,8,近高新区/奥体中心,高新区,,4269833,济南途掌柜110055精品民宿,自营民宿,185DeqT8925,https://www.tujia.com/detail/10610076.htm,86,4.8,10610076,14:00后入住,2室1厅 2卫1厨,100㎡,12:00前退房,宜住4人,整套普通公寓,36.694258,117.128218,【班禾】万达/高新会展/带浴缸Loft,4.8,319,4.9,tujia,5.0,距高新区/奥体中心直线280米
 经一路30号(明湖西路，经一路与纬一路交汇处，馆驿街西头),济南,4.8,5,近火车站,天桥区,,4725057,City漫游／爱住,"商户经营,超赞房东",155EsuO8000,https://www.tujia.com/detail/12352558.htm,68,4.6,12352558,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.67507283897678,117.00618857471486,【爱住】《白首莫相离》大明湖/火车站,4.8,250,5.0,tujia,4.8,距火车站直线1.3公里
山东济南济南铁路公安局济南公安处交通管理支队,济南,0.0,0,近火车站,天桥区,,13104106,房东途途,"个人房东,实名验证",136ETBr4805,https://www.tujia.com/detail/39515680.htm,1,0.0,39515680,14:00-24:00,2室0厅 1卫1厨,46㎡,12:00前退房,宜住3人（可加1人）,整套普通公寓,36.677532,117.000549,（近火车站）三奕家庭居简约风,0.0,206,0.0,tujia,0.0,距火车站直线799米
经四路万达帝景苑小区,济南,4.5,35,近火车站,市中区,,211337,路客精品民宿BE0220,商户经营,400DxKc270,https://www.tujia.com/detail/502394.htm,160,4.7,502394,15:00后入住,3室1厅 1卫1厨,120㎡,12:00前退房,宜住6人,整套普通公寓,36.67153780973708,117.00749106659643,【路客】初夏特惠丨五龙潭造梦精英丨三居,4.6,1375,4.6,tujia,4.8,距火车站直线1.6公里
全福街道 北园大街45,济南,0.0,0,近北园,历城区,,6331396,轻程点击头像更多房源,商户经营,150BmBE8155,https://www.tujia.com/detail/17347051.htm,,0.0,17347051,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.70413154535125,117.06272029887772,【轻程】北园大街邻荣盛|行政茶艺大床房,0.0,196,0.0,tujia,0.0,距北园直线1.8公里
舜风路,济南,0.0,0,近高新区/奥体中心,历下区,,13332824,优享·栖悦公寓(济南齐鲁软件园店),"商户经营,实名验证",183AMGj2085,https://www.tujia.com/detail/39741724.htm,,0.0,39741724,14:00后入住,1室0厅 1卫0厨,27㎡,12:00前退房,宜住2人,整套酒店式公寓,36.681327,117.15293,高新区/奥体中心高级大床房,0.0,200,0.0,tujia,0.0,距高新区/奥体中心直线2.4公里
明湖西路,济南,0.0,0,近火车站,天桥区,,9951159,奈斯精品酒店(济南火车站店),"商户经营,实名验证",137EXdf0402,https://www.tujia.com/detail/34389111.htm,,0.0,34389111,14:00后入住,1室0厅 1卫0厨,25㎡,12:00前退房,宜住2人,整套普通公寓,36.675569,117.006671,大明湖/泉城广场商圈精选泡泡大床房,0.0,272,0.0,tujia,0.0,距火车站直线1.4公里
济南温馨驿站翡翠郡酒店式公寓,济南,4.5,52,近火车站,天桥区,,21294,温馨驿站翡翠郡民宿,"个人房东,超赞房东,实名验证",152BwdL1982,https://www.tujia.com/detail/76395.htm,519,4.5,76395,14:00后入住,1室0厅 1卫1厨,42㎡,12:00前退房,宜住2人,整套普通公寓,36.69044,116.991973,济南温馨驿站公寓经济舒适一居室,4.6,126,4.8,tujia,4.7,距火车站直线1.4公里
和信花园(明湖西路),济南,0.0,0,近火车站,天桥区,,12960928,橘子小鱼干,"个人房东,实名验证",185ErzV4162,https://www.tujia.com/detail/39157567.htm,1,0.0,39157567,15:00-24:00,1室1厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套普通公寓,36.675517,117.008316,简约灰@大明湖&趵突泉&泉城广场日式清新,0.0,265,0.0,tujia,0.0,距火车站直线1.5公里
大金新苑(公交站),济南,4.9,29,近西客站,槐荫区,,4144428,于果家小屋,"个人房东,超赞房东,实名验证",183AMfr3932,https://www.tujia.com/detail/13356029.htm,78,4.9,13356029,14:00后入住,3室1厅 1卫1厨,98㎡,12:00前退房,宜住6人（可加3人）,整套普通公寓,36.66723274483558,116.90489648232035,济南西站方特欧乐堡大三居可做饭带宠物聚会,5.0,348,5.0,tujia,5.0,距西客站直线818米
佛山苑-二区,济南,5.0,8,近大明湖/泉城广场/趵突泉,历下区,,133130,我在济南,"个人房东,超赞房东,实名验证",186EQnS2753,https://www.tujia.com/detail/12924836.htm,183,5.0,12924836,14:00后入住,2室0厅 1卫1厨,55㎡,12:00前退房,宜住5人（可加1人）,整套普通公寓,36.663711955051745,117.0345475843847,【乐家A04】免费停车步行宽厚里齐鲁医院,5.0,268,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线706米
聚隆广场,济南,0.0,0,近山师/山大/洪楼,历城区,,6601820,张贯鲁,"个人房东,实名验证",155EyVl8315,https://www.tujia.com/detail/18442936.htm,32,0.0,18442936,14:00后入住,1室0厅 1卫0厨,42㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.6884429152919,117.07267999999993,洪楼网红民宿/欧式简约风/落地飘窗观景房,0.0,177,0.0,tujia,0.0,距山师/山大/洪楼直线1.1公里
花园路与二环东路交叉口金桥国际,济南,4.9,21,近山师/山大/洪楼,历城区,,19838,济南芒果自助公寓,"个人房东,超赞房东,实名验证",198CxUi1718,https://www.tujia.com/detail/79103.htm,715,4.9,79103,14:00后入住,1室0厅 1卫1厨,45㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.692645,117.077698,济南印象山大洪家楼金桥芒果自助公寓大床房,4.9,158,4.9,tujia,4.9,距山师/山大/洪楼直线1.7公里
魏家庄街道盛景苑小区,济南,4.6,67,近大明湖/泉城广场/趵突泉,市中区,,184361,路客精品民宿BC5950,商户经营,400DxKc270,https://www.tujia.com/detail/470471.htm,614,4.7,470471,15:00后入住,2室1厅 1卫1厨,50㎡,12:00前退房,宜住4人,整套普通公寓,36.669715204419376,117.01194927416402,初夏特惠丨趵突泉丨泉城路丨万达旁舒适两居,4.7,682,4.8,tujia,4.7,距大明湖/泉城广场/趵突泉直线1.5公里
 香港街1号(万象城上),济南,5.0,2,近高新区/奥体中心,历下区,,6244659,万象城悦玺民宿,"商户经营,超赞房东,实名验证",180AuSi6227,https://www.tujia.com/detail/16968834.htm,25,5.0,16968834,14:00后入住,1室0厅 1卫0厨,39㎡,12:00前退房,宜住2人,整套酒店式公寓,36.66615048255599,117.10599419440948,【悦玺•澜•花颜月貌】09奥体万象城观影,5.0,258,5.0,tujia,5.0,距高新区/奥体中心直线3.6公里
恒大城,济南,5.0,3,近高新区/奥体中心,历城区,,6023242,百洋时尚主题公寓,商户经营,133Bemy6056,https://www.tujia.com/detail/16064595.htm,17,5.0,16064595,14:00后入住,1室0厅 1卫0厨,58㎡,12:00前退房,宜住2人,整套普通公寓,36.724720910104594,117.14720425768222,济南东站【法式】轻奢ins大床房,5.0,188,5.0,tujia,5.0,距高新区/奥体中心直线3.9公里
万达豪景苑公寓,济南,5.0,1,近火车站,市中区,,32544,济南万达暮晓公寓,"个人房东,实名验证",180DIdv8317,https://www.tujia.com/detail/1111639.htm,290,5.0,1111639,14:00后入住,1室0厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套酒店式公寓,36.670025,117.00589,济南暮晓民宿万达店田园风,5.0,188,5.0,tujia,5.0,距火车站直线1.6公里
华福维嘉公寓,济南,4.0,2,近北园,历城区,,6025363,奈斯·福,"个人房东,超赞房东,实名验证",176EhtA3507,https://www.tujia.com/detail/16980020.htm,24,4.5,16980020,14:00-24:00,1室0厅 1卫0厨,55㎡,12:00前退房,宜住4人,整套普通公寓,36.704215,117.062571,【奈斯·福】北园大街邻荣盛|大双床商务房,4.4,208,4.0,tujia,5.0,距北园直线1.8公里
大杨新区-北区(大杨小学西邻),济南,5.0,2,近西客站,槐荫区,,1064717,西城三舍,"个人房东,实名验证",176AhWD2022,https://www.tujia.com/detail/15788641.htm,41,5.0,15788641,14:00后入住,2室1厅 1卫1厨,92㎡,12:00前退房,宜住7人（可加2人）,整套普通公寓,36.65322821802355,116.90118612650012,短租优惠/肿瘤医院/安逸舒适/小家旅途,5.0,326,5.0,tujia,5.0,距西客站直线2.3公里
聚隆广场,济南,4.9,12,近山师/山大/洪楼,历城区,,4432352,一壹短租,"个人房东,超赞房东,实名验证",150BVah2500,https://www.tujia.com/detail/11505929.htm,104,5.0,11505929,14:00后入住,1室1厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.68711408667612,117.06842268516596,【已消毒】洪家楼印象城 火烈鸟欧式大床房,5.0,168,5.0,tujia,5.0,距山师/山大/洪楼直线812米
刘家场,济南,0.0,0,近大观园/和谐广场商圈,槐荫区,,9697248,济南好客家庭公寓,"商户经营,实名验证",155EmLG9127,https://www.tujia.com/detail/30631301.htm,,0.0,30631301,14:00后入住,1室0厅 1卫0厨,15㎡,12:00前退房,宜住2人,整套普通公寓,36.665899497358,116.95026272856,西客站地区豪华大床房,0.0,133,0.0,tujia,0.0,距大观园/和谐广场商圈直线3.5公里
经三伟一路路口万达广场豪景苑,济南,4.5,4,近火车站,市中区,,32544,济南万达暮晓公寓,"个人房东,实名验证",180DIdv8317,https://www.tujia.com/detail/1111642.htm,287,4.5,1111642,14:00后入住,1室1厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.670025,117.00589,济南暮晓民宿地中海风大床房,4.4,188,4.0,tujia,4.5,距火车站直线1.6公里
绿城兰悦(文化东路与燕子山路交叉口西南角),济南,0.0,0,近山师/山大/洪楼,历下区,,4714291,风花雪月之精品民宿,"个人房东,超赞房东,实名验证",155AkCL5952,https://www.tujia.com/detail/18344628.htm,4,0.0,18344628,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住4人,整套酒店式公寓,36.660055,117.070843,风花雪月15美式复古两居智能投影可住四人,0.0,233,0.0,tujia,0.0,距山师/山大/洪楼直线2.2公里
广厦聚隆广场隆悦花园,济南,0.0,0,近山师/山大/洪楼,历城区,,9946833,金苹果公寓(济南聚隆广场店),"商户经营,实名验证",156AHgZ3919,https://www.tujia.com/detail/31234932.htm,,0.0,31234932,14:00后入住,1室1厅 1卫0厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.688639,117.06985,山师/山大/洪楼商业区一室一厅大床房,0.0,372,0.0,tujia,0.0,距山师/山大/洪楼直线1公里
佛山苑小区三区9号楼,济南,4.5,8,近大明湖/泉城广场/趵突泉,历下区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/11112424.htm,268,4.8,11112424,14:00后入住,1室0厅 1卫1厨,35㎡,12:00前退房,宜住2人,整套普通公寓,36.66265522008283,117.035508652234,距泉城广场仅300米宽厚里周边温馨一居室,4.8,218,4.9,tujia,5.0,距大明湖/泉城广场/趵突泉直线847米
广厦聚隆广场,济南,4.9,16,近山师/山大/洪楼,历城区,,3666720,聚隆公寓,"个人房东,超赞房东,实名验证",156Exrz3801,https://www.tujia.com/detail/8940114.htm,455,4.9,8940114,14:00后入住,1室0厅 1卫0厨,46㎡,12:00前退房,宜住2人,整套普通公寓,36.68863891530508,117.06984999999992,洪楼【印象城】暖气公寓临近山大直达大明湖,4.9,167,4.9,tujia,4.9,距山师/山大/洪楼直线1公里
绿城兰悦,济南,5.0,3,近山师/山大/洪楼,历下区,,10483166,蓝悦理想寓,商户经营,153APuz2942,https://www.tujia.com/detail/35225135.htm,8,5.0,35225135,14:00后入住,1室1厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套酒店式公寓,36.66005491341585,117.070843,免费停车/五星舒适的私人影院公寓/已消毒,5.0,263,5.0,tujia,5.0,距山师/山大/洪楼直线2.2公里
中铁逸都国际兰庭(北区),济南,4.6,7,近高新区/奥体中心,历城区,,3284184,拱北口岸阿白家,"个人房东,实名验证",139BfoY6000,https://www.tujia.com/detail/7747363.htm,83,4.7,7747363,12:00后入住,4室2厅 2卫1厨,175㎡,14:00前退房,宜住9人,整套普通公寓,36.65973982679081,117.16501099999986,奧体中心汉峪金谷奢装豪宅,4.4,1100,4.1,tujia,4.1,距高新区/奥体中心直线4.8公里
天桥堤口路大润发西邻（十一中对面）南益名泉春晓A1,济南,5.0,1,近火车站,天桥区,,87421,火车站爱巢主题公寓,"商户经营,超赞房东",187BCEb9582,https://www.tujia.com/detail/266888.htm,40,5.0,266888,14:00后入住,1室1厅 1卫1厨,70㎡,12:00前退房,宜住2人,整套Loft复式,36.681168,116.986777,【已消毒】 近汽车站名泉春晓爱巢主题公寓,5.0,178,5.0,tujia,5.0,距火车站直线530米
聚贤北区,济南,4.8,28,近大明湖/泉城广场/趵突泉,天桥区,,3646749,木子同学阿JOURNEY,"个人房东,超赞房东,实名验证",183CvpM7490,https://www.tujia.com/detail/15774655.htm,121,4.8,15774655,14:00后入住,2室1厅 1卫1厨,60㎡,12:00前退房,宜住4人,整套普通公寓,36.67821697164466,117.01503993532673,【等你·随遇而安】2套婚纱/家有饮用泉水,4.9,234,5.0,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.7公里
高新区汉峪金谷A,济南,5.0,1,近高新区/奥体中心,历城区,,8095081,臻爱逸家公寓(济南汉峪金谷店),"商户经营,实名验证",0531Ejnr1555,https://www.tujia.com/detail/24660735.htm,,5.0,24660735,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.666228,117.154574,高新区/奥体中心轻奢智能时尚健康家庭房,5.0,424,5.0,tujia,5.0,距高新区/奥体中心直线3.6公里
民营经科园路(恒大滨河左岸4号公寓楼),济南,3.4,7,近北园,天桥区,,3786595,海星精品loft公寓,商户经营,155BuWZ7971,https://www.tujia.com/detail/9250228.htm,401,3.3,9250228,13:00后入住,1室1厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套Loft复式,36.71243979886187,117.03482674421817,大明湖/泉城广场/欧式装修/精品复式,3.7,108,4.3,tujia,3.7,距北园直线1.4公里
 和平路47号诚基中心,济南,3.0,4,近山师/山大/洪楼,历下区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/5171840.htm,127,3.0,5171840,14:00后入住,1室0厅 1卫1厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.667732,117.055395,泉城广场&山师&薄荷清新温馨一居室,3.5,199,3.8,tujia,4.0,距山师/山大/洪楼直线1.7公里
中国工商银行(济南未来城支行)(未来城),济南,4.8,12,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/9844346.htm,75,4.8,9844346,14:00后入住,1室0厅 1卫1厨,62㎡,12:00前退房,宜住2人,整套酒店式公寓,36.69447391569896,117.14109299999993,【小贝喔】12万达国际会展奥体电影主题房,4.8,185,4.9,tujia,4.7,距高新区/奥体中心直线1000米
广厦聚隆广场,济南,0.0,0,近山师/山大/洪楼,历城区,,58041,椰子阁,"个人房东,实名验证",151DwQx9627,https://www.tujia.com/detail/12928280.htm,118,0.0,12928280,14:00后入住,1室0厅 1卫1厨,48㎡,12:00前退房,宜住2人,整套普通公寓,36.688532166898206,117.06970726204524,临近山大北门，洪楼印象城聚隆广场一室大床,0.0,158,0.0,tujia,0.0,距山师/山大/洪楼直线994米
经三纬一路万达广场,济南,4.6,53,近火车站,市中区,,4391,济南万达芬陀利华民宿,"个人房东,超赞房东,实名验证",130BmKS8922,https://www.tujia.com/detail/78945.htm,547,4.6,78945,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.670651,117.006736,济南芬陀利华公寓豪华大床房,4.7,218,4.8,tujia,4.7,距火车站直线1.6公里
荣盛时代国际(4号公寓楼),济南,5.0,1,近北园,历城区,,4362282,云上精品公寓,"个人房东,超赞房东,实名验证",185EdZU4650,https://www.tujia.com/detail/11109085.htm,36,5.0,11109085,12:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.709530452100374,117.06761614607316,洪楼/火车站/北园荣盛时代情趣影视圆床房,5.0,149,5.0,tujia,5.0,距北园直线1.8公里
高新区工业南路万达广场Y,济南,0.0,0,近高新区/奥体中心,历下区,,8093695,海宸公寓(济南高新万达会展中心店),"商户经营,实名验证",132ChJc1102,https://www.tujia.com/detail/34103833.htm,,0.0,34103833,14:00后入住,1室0厅 0卫0厨,45㎡,12:00前退房,宜住2人,整套酒店式公寓,36.691727,117.135299,高新区/奥体中心豪华茶艺大床房A,0.0,200,0.0,tujia,0.0,距高新区/奥体中心直线458米
恒大城(H栋公寓),济南,5.0,1,近高新区/奥体中心,历城区,,5717188,济南兰意时尚主题公寓,"商户经营,实名验证",131CAfk9151,https://www.tujia.com/detail/16862714.htm,18,5.0,16862714,14:00后入住,1室0厅 1卫0厨,58㎡,12:00前退房,宜住2人,整套普通公寓,36.72523,117.147295,济南东站Europe轻奢大床房恒大城,5.0,150,5.0,tujia,5.0,距高新区/奥体中心直线4公里
全福街道 北园大街45,济南,0.0,0,近北园,历城区,,6331396,轻程点击头像更多房源,商户经营,150BmBE8155,https://www.tujia.com/detail/17347121.htm,4,0.0,17347121,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.70413154535125,117.06272029887772,【轻程】北园大街邻荣盛|罗曼蒂克影院房,0.0,196,0.0,tujia,0.0,距北园直线1.8公里
